Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound
69599,172.16.0.5-192.168.50.1-61850-41962-17,172.16.0.5,61850,192.168.50.1,41962,17,47:08.5,1,2,0,956,0,478,478,478,0,0,0,0,0,9.56E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,478,478,478,0,0,0,0,0,0,0,0,0,0,0,717,478,0,-2,0,0,0,0,0,0,2,956,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
105823,172.16.0.5-192.168.50.1-61850-28806-17,172.16.0.5,61850,192.168.50.1,28806,17,47:08.5,1,2,0,818,0,409,409,409,0,0,0,0,0,8.18E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,409,409,409,0,0,0,0,0,0,0,0,0,0,0,613.5,409,0,-2,0,0,0,0,0,0,2,818,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
166625,172.16.0.5-192.168.50.1-34065-166-17,172.16.0.5,34065,192.168.50.1,166,17,47:08.5,1,2,0,1062,0,531,531,531,0,0,0,0,0,1.06E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,531,531,531,0,0,0,0,0,0,0,0,0,0,0,796.5,531,0,-2,0,0,0,0,0,0,2,1062,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
7989,172.16.0.5-192.168.50.1-25927-80-6,172.16.0.5,25927,192.168.50.1,80,6,17:31.6,97,1,2,0,0,0,0,0,0,0,0,0,0,0,30927.83505,48.5,67.17514421,96,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,32,64,10309.27835,20618.5567,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,0,1
140,192.168.50.7-54.186.208.153-50488-443-6,192.168.50.7,50488,54.186.208.153,443,6,17:31.6,60882183,27,27,2460,6612,581,0,91.11111111,197.808247,3014,0,244.8888889,682.3835676,149.0091116,0.886958998,1148720.434,3195907.796,10014722,1,60882183,2341622.423,4324977.585,10104746,2,60790552,2338098.154,4335376.114,10106125,1,0,0,0,0,564,708,0.443479499,0.443479499,0,3014,164.9454545,499.4648031,249465.0896,0,0,0,0,1,0,0,0,1,168,91.11111111,244.8888889,564,0,0,0,0,0,0,27,2460,27,6612,64240,114,18,20,123585.3333,78941.52477,284724,91259,10008166,5814.110628,10014722,10002250,0,0
8734,192.168.50.7-4.2.2.4-53763-53-17,192.168.50.7,53763,4.2.2.4,53,17,17:31.6,20617,2,2,100,356,50,50,50,0,178,178,178,0,22117.66988,194.0146481,6872.333333,11898.03435,20611,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,97.00732405,97.00732405,50,178,101.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,126.5,50,178,64,0,0,0,0,0,0,2,100,2,356,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0
92825,172.16.0.5-192.168.50.1-596-34168-17,172.16.0.5,596,192.168.50.1,34168,17,00:13.9,2,2,0,458,0,229,229,229,0,0,0,0,0,2.29E+08,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,229,229,229,0,0,0,0,0,0,0,0,0,0,0,343.5,229,0,-2,0,0,0,0,0,0,2,458,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
250502,172.16.0.5-192.168.50.1-597-54735-17,172.16.0.5,597,192.168.50.1,54735,17,00:13.9,48,2,0,422,0,211,211,211,0,0,0,0,0,8791666.667,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,-2,0,41666.66667,0,211,211,211,0,0,0,0,0,0,0,0,0,0,0,316.5,211,0,-2,0,0,0,0,0,0,2,422,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
46946,172.16.0.5-192.168.50.1-740-28977-17,172.16.0.5,740,192.168.50.1,28977,17,23:13.7,2,2,0,2744,0,1372,1372,1372,0,0,0,0,0,1.37E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,1372,1372,1372,0,0,0,0,0,0,0,0,0,0,0,2058,1372,0,-2,0,0,0,0,0,0,2,2744,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
25311,172.16.0.5-192.168.50.1-741-21358-17,172.16.0.5,741,192.168.50.1,21358,17,23:13.7,2,2,0,2944,0,1472,1472,1472,0,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1472,0,-2,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
14931,172.16.0.5-192.168.50.1-35853-10944-17,172.16.0.5,35853,192.168.50.1,10944,17,36:57.6,106681,4,0,1398,0,369,330,349.5,22.5166605,0,0,0,0,13104.48908,37.49496161,35560.33333,61590.57202,106679,1,106681,35560.33333,61590.57202,106679,1,0,0,0,0,0,0,0,0,0,-4,0,37.49496161,0,330,369,345.6,21.36117974,456.3,0,0,0,0,0,0,0,0,0,432,349.5,0,-4,0,0,0,0,0,0,4,1398,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,0,1
40853,172.16.0.5-192.168.50.1-44594-33336-17,172.16.0.5,44594,192.168.50.1,33336,17,36:57.6,1,2,0,786,0,393,393,393,0,0,0,0,0,7.86E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,393,393,393,0,0,0,0,0,0,0,0,0,0,0,589.5,393,0,-2,0,0,0,0,0,0,2,786,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
701270,172.16.0.5-192.168.50.1-60538-9469-6,172.16.0.5,60538,192.168.50.1,9469,6,30:30.7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5840,-1,0,20,0,0,0,0,0,0,0,0,0,1
235216,172.16.0.5-192.168.50.1-50899-50899-6,172.16.0.5,50899,192.168.50.1,50899,6,30:30.7,118517945,16,0,0,0,0,0,0,0,0,0,0,0,0,0.135000653,7901196.333,9512060.64,27007848,0,118517945,7901196.333,9512060.64,27007848,0,0,0,0,0,0,0,0,0,0,320,0,0.135000653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,320,0,0,0,0,0,0,16,0,0,0,5840,-1,0,20,17,24.79516082,50,1,16931120.29,5722818.073,27007848,11671792,0,1
84988,172.16.0.5-192.168.50.1-42011-50034-17,172.16.0.5,42011,192.168.50.1,50034,17,04:45.9,881027,18,0,6600,0,401,330,366.6666667,28.1717422,0,0,0,0,7491.257362,20.4307019,51825.11765,56657.32269,111181,1,881027,51825.11765,56657.32269,111181,1,0,0,0,0,0,0,0,0,0,-18,0,20.4307019,0,330,401,364.7368421,28.64115552,820.3157895,0,0,0,0,0,0,0,0,0,385,366.6666667,0,-18,0,0,0,0,0,0,18,6600,0,0,-1,-1,17,-1,0,0,0,0,0,0,0,0,0,1
147245,172.16.0.5-192.168.50.1-47390-31559-17,172.16.0.5,47390,192.168.50.1,31559,17,04:45.9,1,2,0,786,0,393,393,393,0,0,0,0,0,7.86E+08,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-2,0,2000000,0,393,393,393,0,0,0,0,0,0,0,0,0,0,0,589.5,393,0,-2,0,0,0,0,0,0,2,786,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
3285,172.16.0.5-192.168.50.1-634-47764-17,172.16.0.5,634,192.168.50.1,47764,17,51:41.0,68252,200,0,88000,0,440,440,440,0,0,0,0,0,1289339.507,2930.31706,342.9748744,357.5019875,1202,1,68252,342.9748744,357.5019875,1202,1,0,0,0,0,0,0,0,0,0,4000,0,2930.31706,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1
768,172.16.0.5-192.168.50.1-634-56557-17,172.16.0.5,634,192.168.50.1,56557,17,51:41.1,63447,200,0,88000,0,440,440,440,0,0,0,0,0,1386984.412,3152.2373,318.8291457,497.2075771,4386,1,63447,318.8291457,497.2075771,4386,1,0,0,0,0,0,0,0,0,0,4000,0,3152.2373,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1
14695,172.16.0.5-192.168.50.1-900-47075-17,172.16.0.5,900,192.168.50.1,47075,17,22:40.3,2,2,0,2944,0,1472,1472,1472,0,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1472,0,-2,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
4800,172.16.0.5-192.168.50.1-900-60589-17,172.16.0.5,900,192.168.50.1,60589,17,22:40.3,2,2,0,2944,0,1472,1472,1472,0,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1472,0,-2,0,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1
